Hypothesis,Precision,Recall,Fmeasure_score,hamming_loss,Accuracy_Score,Train/Test_Size,Project
H3,0.5310344827586206,0.5923076923076923,0.5599999999999998,0.2894736842105263,0.7105263157894737,0.7,guava_2
H3,0.31954887218045114,0.6538461538461539,0.42929292929292934,0.5406698564593302,0.4593301435406698,0.7,guava_2
H3,0.32589285714285715,0.5615384615384615,0.4124293785310735,0.49760765550239233,0.5023923444976077,0.7,guava_2
H3,0.3277310924369748,0.6,0.42391304347826086,0.507177033492823,0.49282296650717705,0.7,guava_2
H3,0.37554585152838427,0.6615384615384615,0.47910863509749296,0.4473684210526316,0.5526315789473684,0.7,guava_2
H3,0.41743119266055045,0.7,0.5229885057471264,0.39712918660287083,0.6028708133971292,0.7,guava_2
H3,0.43231441048034935,0.7615384615384615,0.5515320334261838,0.38516746411483255,0.6148325358851674,0.7,guava_2
H3,0.189873417721519,0.34615384615384615,0.2452316076294278,0.6626794258373205,0.33732057416267947,0.7,guava_2
H3,0.2675438596491228,0.46923076923076923,0.34078212290502796,0.5645933014354066,0.43540669856459335,0.7,guava_2
H3,0.6197916666666666,0.9153846153846154,0.7391304347826086,0.20095693779904306,0.799043062200957,0.7,guava_2
