Hypothesis,Precision,Recall,Fmeasure_score,hamming_loss,Accuracy_Score,Train/Test_Size,Project
H3,0.7341115434500648,0.4086642599277978,0.5250463821892393,0.20428927680798006,0.79571072319202,0.8,all_2
H3,0.6618705035971223,0.4981949458483754,0.5684860968074151,0.20897755610972568,0.7910224438902743,0.8,all_2
H3,0.6787003610108303,0.4072202166064982,0.5090252707581228,0.2170573566084788,0.7829426433915212,0.8,all_2
H3,0.7030075187969925,0.4050541516245487,0.5139715987173615,0.2116708229426434,0.7883291770573566,0.8,all_2
H3,0.6971586971586972,0.3631768953068592,0.4775694279610728,0.21955112219451373,0.7804488778054863,0.8,all_2
H3,0.6622195269860521,0.39422382671480144,0.4942294636795655,0.2229426433915212,0.7770573566084789,0.8,all_2
H3,0.7062937062937062,0.4375451263537906,0.5403477485510477,0.2056857855361596,0.7943142144638404,0.8,all_2
H3,0.7188081936685289,0.4180505415162455,0.5286464277562201,0.2059850374064838,0.7940149625935162,0.8,all_2
H3,0.6525157232704403,0.44945848375451264,0.5322787516032492,0.21825436408977555,0.7817456359102244,0.8,all_2
H3,0.6638018200202225,0.4740072202166065,0.5530749789385004,0.2116708229426434,0.7883291770573566,0.8,all_2
