Hypothesis,Precision,Recall,Fmeasure_score,hamming_loss,Accuracy_Score,Train/Test_Size,Project
H3,-9999,-9999,0.39843493700027466,0.5288461538461539,0.47115384615384615,0.8,rxjava_2
H3,-9999,-9999,0.4667055606842041,0.4807692307692308,0.5192307692307692,0.8,rxjava_2
H3,-9999,-9999,0.4774281680583954,0.4807692307692308,0.5192307692307692,0.8,rxjava_2
H3,-9999,-9999,0.5375458002090454,0.41346153846153844,0.5865384615384616,0.8,rxjava_2
H3,-9999,-9999,0.6346320509910583,0.34615384615384615,0.6538461538461539,0.8,rxjava_2
H3,-9999,-9999,0.6346320509910583,0.34615384615384615,0.6538461538461539,0.8,rxjava_2
H3,-9999,-9999,0.6576312184333801,0.3173076923076923,0.6826923076923077,0.8,rxjava_2
H3,-9999,-9999,0.6166056394577026,0.34615384615384615,0.6538461538461539,0.8,rxjava_2
H3,-9999,-9999,0.5755800008773804,0.36538461538461536,0.6346153846153846,0.8,rxjava_2
H3,-9999,-9999,0.5521367788314819,0.375,0.625,0.8,rxjava_2
