Hypothesis,Precision,Recall,Fmeasure_score,hamming_loss,Accuracy_Score,Train/Test_Size,Project
H1,0.47413793103448276,0.4954954954954955,0.4845814977973568,0.4105263157894737,0.5894736842105264,0.30000000000000004,jabRef_2
H1,0.5357142857142857,0.5405405405405406,0.5381165919282511,0.36140350877192984,0.6385964912280702,0.30000000000000004,jabRef_2
H1,0.30857142857142855,0.4864864864864865,0.37762237762237755,0.624561403508772,0.375438596491228,0.30000000000000004,jabRef_2
H1,0.33152173913043476,0.5495495495495496,0.41355932203389834,0.6070175438596491,0.3929824561403509,0.30000000000000004,jabRef_2
H1,0.4722222222222222,0.7657657657657657,0.584192439862543,0.4245614035087719,0.5754385964912281,0.30000000000000004,jabRef_2
H1,0.48,0.5405405405405406,0.5084745762711864,0.4070175438596491,0.5929824561403509,0.30000000000000004,jabRef_2
H1,0.3235294117647059,0.2972972972972973,0.3098591549295775,0.5157894736842106,0.4842105263157894,0.30000000000000004,jabRef_2
H1,0.47058823529411764,0.7207207207207207,0.5693950177935944,0.4245614035087719,0.5754385964912281,0.30000000000000004,jabRef_2
H1,0.358695652173913,0.2972972972972973,0.32512315270935965,0.4807017543859649,0.5192982456140351,0.30000000000000004,jabRef_2
H1,0.4057971014492754,0.25225225225225223,0.3111111111111111,0.43508771929824563,0.5649122807017544,0.30000000000000004,jabRef_2
